substance,name,form,aktiv_substans,size_unit,kategori,size,article_id,atc
Adaptogen vid nedsatt prestationsförmåga,"Chisan, Oral suspension",Flaska,"Eleutherococcus senticosus (rysk rot) rot, tjockt extrakt (1...,Rhodiola rosea (rosenrot), rot och jordstam, tjockt extrakt ...,Schisandra chinensis (fjärilsranka) frukt, tjockt extrakt (2...",ml,Kost & kosttillskott,200,535725,N06
Adaptogen vid nedsatt prestationsförmåga,"Chisan, Oral suspension",Flaska,"Eleutherococcus senticosus (rysk rot) rot, tjockt extrakt (1...,Rhodiola rosea (rosenrot), rot och jordstam, tjockt extrakt ...,Schisandra chinensis (fjärilsranka) frukt, tjockt extrakt (2...",ml,Kost & kosttillskott,300,206280,N06
Adaptogen vid nedsatt prestationsförmåga,"Chisan, Oral suspension",Flaska,"Eleutherococcus senticosus (rysk rot) rot, tjockt extrakt (1...,Rhodiola rosea (rosenrot), rot och jordstam, tjockt extrakt ...,Schisandra chinensis (fjärilsranka) frukt, tjockt extrakt (2...",ml,Kost & kosttillskott,500,532059,N06
Östrogen - lokal effekt,"Ovesterin, Vagitorium 0,5 mg",Blister,Estriol,st,"Intim, underliv & sex",15,547802,G03CA04
Östrogen - lokal effekt,"Ovesterin, Vagitorium 0,5 mg",Blister,Estriol,st,"Intim, underliv & sex",30,455089,G03CA04
Utvärtes medel vid hudmykoser,"Daktar, Kräm 2 %",Tub,Mikonazol,g,Händer & fötter,30,475437,D01AC02
Psykoanaleptika,"Bio-Biloba, Filmdragerad tablett",Blister,Ginkgo biloba (ginkgo) torkat blad; torrt extrakt (30-40:1);...,st,Kost & kosttillskott,60,052998,N06
Psykoanaleptika,"Bio-Biloba, Filmdragerad tablett",Blister,Ginkgo biloba (ginkgo) torkat blad; torrt extrakt (30-40:1);...,st,Kost & kosttillskott,150,053010,N06
Övriga medel för gynekologisk bruk,"Remifemin, Tablett",Blister,"Cimicifuga racemosa (läkesilverax), torkad jordstam, torrt e...",st,"Intim, underliv & sex",100,101035,G02CX04
Övriga medel för gynekologisk bruk,"Remifemin, Tablett",Blister,"Cimicifuga racemosa (läkesilverax), torkad jordstam, torrt e...",st,"Intim, underliv & sex",200,184615,G02CX04
Antimykotikum med brett spektrum,"Canesten, Kräm 1 %",Tub,Klotrimazol,g,Händer & fötter,20,590497,D01AC01
Antimykotikum med brett spektrum,"Canesten, Kräm 1 %",Tub,Klotrimazol,g,Händer & fötter,50,597914,D01AC01
Antimykotikum med brett spektrum för dermatologiskt bruk,"Terbinafin Teva, Kräm 10 mg/g",Tub,Terbinafin,g,"Intim, underliv & sex",7.5,517302,D01AE15
Antimykotikum med brett spektrum för dermatologiskt bruk,"Terbinafin Teva, Kräm 10 mg/g",Tub,Terbinafin,g,"Intim, underliv & sex",15,127724,D01AE15
Antimykotikum med brett spektrum för dermatologiskt bruk,"Terbinafin Teva, Kräm 10 mg/g",Tub,Terbinafin,g,"Intim, underliv & sex",30,430634,D01AE15
Fibrinolyshämmare,"Tranexamsyra Orifarm, Filmdragerad tablett 500 mg",Blister,Tranexamsyra,st,"Förkylning, värk & feber",20,030065,B02AA02
Fibrinolyshämmare,"Tranexamsyra Orifarm, Filmdragerad tablett 500 mg",Blister,Tranexamsyra,st,"Förkylning, värk & feber",60,030076,B02AA02
Fibrinolyshämmare,"Tranexamsyra Orifarm, Filmdragerad tablett 500 mg",Blister,Tranexamsyra,st,"Förkylning, värk & feber",100,030088,B02AA02
Övriga medel vid benign prostatahyperplasi,"Cernitol Novum, Filmdragerad tablett",Burk,"Secale cereale  (råg) / Phleum pratense (timotej) / Zea mays...,Secale cereale (råg) / Phleum pratense (timotej) / Zea mays ...",st,"Intim, underliv & sex",150,157831,G04CX
Övriga medel vid benign prostatahyperplasi,"Cernitol Novum, Filmdragerad tablett",Burk,"Secale cereale  (råg) / Phleum pratense (timotej) / Zea mays...,Secale cereale (råg) / Phleum pratense (timotej) / Zea mays ...",st,"Intim, underliv & sex",300,142170,G04CX
Antimykotikum med brett spektrum + mild glukokortikoid (grupp I),"Cortimyk, Kräm 20 mg/g + 10 mg/g",Tub,"Hydrokortison,Mikonazol",g,Händer & fötter,20,177543,D01AC20
Antimykotikum med brett spektrum + mild glukokortikoid (grupp I),"Cortimyk, Kräm 20 mg/g + 10 mg/g",Tub,"Hydrokortison,Mikonazol",g,Händer & fötter,50,000301,D01AC20
Medel vid benign prostatahyperplasi,"Curbisal, Kapsel, mjuk",Blister,"Serenoa repens (sågpalmetto) torkad frukt, extrakt (9-11:1) ...",st,"Intim, underliv & sex",30,100287,G04CX02
Medel vid benign prostatahyperplasi,"Curbisal, Kapsel, mjuk",Blister,"Serenoa repens (sågpalmetto) torkad frukt, extrakt (9-11:1) ...",st,"Intim, underliv & sex",90,100298,G04CX02
Mjukgörande medel,"Propyless, Kutan emulsion 200 mg/g",Tub,Propylenglykol,g,Händer & fötter,100,000750,D02AX
Mjukgörande medel,"Propyless, Kutan emulsion 200 mg/g",Burk,Propylenglykol,g,Händer & fötter,300,011677,D02AX
Mjukgörande medel,"Propyless, Kutan emulsion 200 mg/g",Burk,Propylenglykol,g,Händer & fötter,480,000764,D02AX
För stimulering av hårväxt och hos män även minskning av håravfall vid androgen alopeci,"Recrea, Kutan lösning 20 mg/ml",Flaska,Minoxidil,ml,Hud & hår,60,000533,D11AX01
För stimulering av hårväxt och hos män även minskning av håravfall vid androgen alopeci,"Recrea, Kutan lösning 20 mg/ml",Flaska,Minoxidil,ml,Hud & hår,180,000559,D11AX01
Antiseptika och sårmedel,"Lhp, Kräm 1 %",Tub,Väteperoxid,g,Hud & hår,10,227207,D08
Karbamidkräm,"Calmuril, Kräm",Tub,"Karbamid,Mjölksyra",g,Hud & hår,100,010553,D02AE01
Karbamidkräm,"Calmuril, Kräm",Behållare med dospump,"Karbamid,Mjölksyra",g,Hud & hår,400,161778,D02AE01
Mjukgörande medel,"Propyderm, Kräm 20 %",Tub,Propylenglykol,g,Hud & hår,100,008087,D02AX
Mjukgörande medel,"Propyderm, Kräm 20 %",Behållare med dospump,Propylenglykol,g,Hud & hår,700,008341,D02AX
Antibakteriellt medel,"Microcid, Kräm 1 %",Tub,Väteperoxid,g,Barn & baby,25,098267,D08AX01
Mild glukokortikoid (grupp I),"Mildison Lipid, Kräm 1 %",Tub,Hydrokortison,g,Allergi,15,007986,D07AA02
Mild glukokortikoid (grupp I),"Mildison Lipid, Kräm 1 %",Tub,Hydrokortison,g,Allergi,30,008194,D07AA02
Mild glukokortikoid (grupp I),"Mildison Lipid, Kräm 1 %",Tub,Hydrokortison,g,Allergi,100,008196,D07AA02
Hudskyddande och uppmjukande medel,"Miniderm, Kutan emulsion 20 %",Burk,Glycerin,g,Hud & hår,350,070687,D02AX
"Övriga dermatologiska medel, inklusive medicinska schampon.","Minoxidil Orifarm Forte, Kutan lösning 50 mg/ml",Flaska,Minoxidil,ml,Hud & hår,60,494183,D11AX01
"Övriga dermatologiska medel, inklusive medicinska schampon.","Minoxidil Orifarm Forte, Kutan lösning 50 mg/ml",Flaska,Minoxidil,ml,Hud & hår,180,179719,D11AX01
Antimykotikum mot mjäll och seborroisk dermatit,"Fungoral, Schampo 20 mg/ml",Flaska,Ketokonazol,ml,Hud & hår,120,452022,D01AC08
Hudskyddande och uppmjukande medel,"Miniderm, Kutan emulsion 20 %",Burk,Glycerin,g,Hud & hår,700,070696,D02AX
För diagnostisk infärgning,"Fluoresceinnatrium Bausch & Lomb, Ögondroppar, lösning i endosbehållare 2 %",Endosbehållare,fluorescein,ml,Ögon & öron,10,439547,S01JA01
,"Tears Naturale, Ögondroppar, lösning i endosbehållare 3 mg/ml + 1 mg/ml",Endosbehållare,"Dextran 70,Hypromellos",ml,Ögon & öron,12,490870,S01XA20
Sympatomimetika använd som avsvällande medel,"Cleari, Ögondroppar, lösning 0,12 mg/ml",Flaska,Nafazolin,ml,Ögon & öron,5,416175,S01GA01
Tårsubstitut,"Cellufluid, Ögondroppar, lösning i endosbehållare",Endosbehållare,karmellos,ml,Motion & hälsa,12,031987,S01XA20
,"Tears Naturale, Ögondroppar, lösning 3 mg/ml + 1 mg/ml",Flaska,"Dextran 70,Hypromellos",ml,Ögon & öron,10,044354,S01XA20
Tårsubstitut,"Sincon, Ögondroppar, lösning i endosbehållare",Endospipett,,st,Motion & hälsa,60,560466,S01XA20
Tårsubstitut,"Bion Tears, Ögondroppar, lösning",Endosbehållare,"Dextran 70,Hypromellos",ml,Motion & hälsa,11.200000000000001,374355,S01XA20
Tårsubstitut,"Celluvisc, Ögondroppar, lösning i endosbehållare",Endosbehållare,karmellos,ml,Ögon & öron,12,039768,S01XA20
Tårsubstitut,"Celluvisc, Ögondroppar, lösning i endosbehållare",Endosbehållare,karmellos,ml,Ögon & öron,36,005901,S01XA20
Tårsubstitut,"Oculac, Ögondroppar, lösning i endosbehållare 50 mg/ml",Endosbehållare,Povidon,ml,Motion & hälsa,8,596030,S01XA20
Tårsubstitut,"Oculac, Ögondroppar, lösning i endosbehållare 50 mg/ml",Endosbehållare,Povidon,ml,Motion & hälsa,48,383186,S01XA20
Tårsubstitut,"Oftagel, Ögongel 2,5 mg/g",Flaska,Karbomer,g,Motion & hälsa,10,404426,S01XA20
Tårsubstitut,"Oftagel, Ögongel 2,5 mg/g",Flaska,Karbomer,g,Motion & hälsa,30,005494,S01XA20
"Ögonläkemedel, konstgjorda tårar.","Lakrimont, Ögongel 2 mg/g",Tub,Karbomer,g,Ögon & öron,10,154240,S01XA20
"Ögonläkemedel, konstgjorda tårar.","Lakrimont, Ögongel 2 mg/g",Tub,Karbomer,g,Ögon & öron,30,467518,S01XA20
Tårsubstitut,"Oftagel, Ögongel i endosbehållare 2,5 mg/g",Endosbehållare,Karbomer,st,Ögon & öron,10,022823,S01XA20
Tårsubstitut,"Oftagel, Ögongel i endosbehållare 2,5 mg/g",Endosbehållare,Karbomer,st,Ögon & öron,20,022854,S01XA20
Tårsubstitut,"Oftagel, Ögongel i endosbehållare 2,5 mg/g",Endosbehållare,Karbomer,st,Ögon & öron,30,022845,S01XA20
Tårsubstitut,"Oftagel, Ögongel i endosbehållare 2,5 mg/g",Endosbehållare,Karbomer,st,Ögon & öron,60,022757,S01XA20
Tårsubstitut,"Oftagel, Ögongel i endosbehållare 2,5 mg/g",Endosbehållare,Karbomer,st,Ögon & öron,90,023646,S01XA20
Tårsubstitut,"Oftagel, Ögongel i endosbehållare 2,5 mg/g",Endosbehållare,Karbomer,st,Ögon & öron,120,023635,S01XA20
Tårsubstitut,"Artelac, Ögondroppar, lösning i endosbehållare",Endosbehållare,Hypromellos,ml,Ögon & öron,30,418896,S01XA20
Tårsubstitut,"Artelac, Ögondroppar, lösning i endosbehållare",Endosbehållare,Hypromellos,ml,Ögon & öron,90,473992,S01XA20
Antiseptisk ögonsalva,"Noviform, Ögonsalva 5 %",Tub,Bibrokatol,g,Motion & hälsa,5,046391,S01AX05
Tårsubstitut,"Viscotears, Ögongel 2 mg/g",Tub,Karbomer,g,Ögon & öron,10,597562,S01XA20
Tårsubstitut,"Viscotears, Ögongel 2 mg/g",Tub,Karbomer,g,Ögon & öron,30,569173,S01XA20
Tårsubstitut,"Viscotears, Ögongel i endosbehållare 2 mg/g",Endosbehållare,Karbomer,ml,Ögon & öron,18,541760,S01XA20
Tårsubstitut,"Viscotears, Ögongel i endosbehållare 2 mg/g",Endosbehållare,Karbomer,ml,Ögon & öron,72,529807,S01XA20
Tårsubstitut,"Oculac, Ögondroppar, lösning 50 mg/ml",Flaska,Povidon,ml,Motion & hälsa,10,480664,S01XA20
,"Hyprosan, Ögondroppar, lösning 3,2 mg/ml",Flaska,Hypromellos,ml,Ögon & öron,10,516865,S01XA20
,"Hyprosan, Ögondroppar, lösning 3,2 mg/ml",Flaska,Hypromellos,ml,Ögon & öron,30,435726,S01XA20
Tårsubstitut,"Artelac, Ögondroppar, lösning",Flaska,Hypromellos,ml,Ögon & öron,10,104441,S01XA20
"Antihistamin, H1-antagonist","Loratadin Actavis, Tablett 10 mg",Blister,Loratadin,st,Allergi,10,012079,R06AX13
"Antihistamin, H1-antagonist","Loratadin Actavis, Tablett 10 mg",Blister,Loratadin,st,Allergi,14,012000,R06AX13
"Antihistamin, H1-antagonist","Loratadin Actavis, Tablett 10 mg",Blister,Loratadin,st,Allergi,28,017147,R06AX13
"Antihistamin, H1-antagonist","Loratadin Actavis, Tablett 10 mg",Blister,Loratadin,st,Allergi,30,012029,R06AX13
Andra antihistaminer för systemiskt bruk,"Desloratadine Sandoz, Filmdragerad tablett 5 mg",Blister,Desloratadin,st,Allergi,10,400714,R06AX27
Andra antihistaminer för systemiskt bruk,"Desloratadine Sandoz, Filmdragerad tablett 5 mg",Blister,Desloratadin,st,Allergi,30,439962,R06AX27
Andra antihistaminer för systemiskt bruk,"Desloratadine Sandoz, Filmdragerad tablett 5 mg",Blister,Desloratadin,st,Allergi,100,083993,R06AX27
Antihistamin för systemisk användning,"Cetirizine Teva, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,14,421229,R06AE07
Antihistamin för systemisk användning,"Cetirizine Teva, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,28,053028,R06AE07
Antihistamin för systemisk användning,"Cetirizine Teva, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,100,521094,R06AE07
Piperazinderivat,"Cetirizin Sandoz, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,7,003161,R06AE07
Piperazinderivat,"Cetirizin Sandoz, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,10,170196,R06AE07
Piperazinderivat,"Cetirizin Sandoz, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,14,011649,R06AE07
"Antihistamin, H1-antagonist","Loratadin Actavis, Tablett 10 mg",Blister,Loratadin,st,Allergi,100,012040,R06AX13
Antihistamin för systemiskt bruk,"Loratadin ratiopharm, Tablett 10 mg",Blister,Loratadin,st,Allergi,10,016798,R06AX13
Antihistamin för systemiskt bruk,"Loratadin ratiopharm, Tablett 10 mg",Blister,Loratadin,st,Allergi,14,016836,R06AX13
Antihistamin för systemiskt bruk,"Loratadin ratiopharm, Tablett 10 mg",Blister,Loratadin,st,Allergi,28,016806,R06AX13
Antihistamin för systemiskt bruk,"Loratadin ratiopharm, Tablett 10 mg",Blister,Loratadin,st,Allergi,30,010674,R06AX13
Antihistamin för systemiskt bruk,"Loratadin ratiopharm, Tablett 10 mg",Blister,Loratadin,st,Allergi,100,010521,R06AX13
Piperazinderivat,"Cetirizin Sandoz, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,20,075469,R06AE07
Piperazinderivat,"Cetirizin Sandoz, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,30,170207,R06AE07
Histamin H1-receptorantagonist för lokal behandling av allergisk konjunktivit,"Zaditen, Ögondroppar, lösning 0,25 mg/ml",Flaska,Ketotifen,ml,Allergi,5,076403,S01GX08
Piperazinderivat,"Vialerg, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,10,391924,R06AE07
Piperazinderivat,"Vialerg, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,30,593595,R06AE07
Piperazinderivat,"Vialerg, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,100,199314,R06AE07
Histamin H1-receptorantagonist för lokal behandling av allergisk konjunktivit,"Zaditen, Ögondroppar, lösning i endosbehållare 0,25 mg/ml",Endosbehållare,Ketotifen,ml,Allergi,8,551328,S01GX08
Histamin H1-receptorantagonist för lokal behandling av allergisk konjunktivit,"Zaditen, Ögondroppar, lösning i endosbehållare 0,25 mg/ml",Endosbehållare,Ketotifen,ml,Allergi,24,150162,S01GX08
Antihistamin,"Loratadin Orifarm, Tablett 10 mg",Blister,Loratadin,st,Allergi,10,164320,R06AX13
Antihistamin,"Loratadin Orifarm, Tablett 10 mg",Blister,Loratadin,st,Allergi,14,164308,R06AX13
Antihistamin,"Loratadin Orifarm, Tablett 10 mg",Blister,Loratadin,st,Allergi,30,164331,R06AX13
Övriga antihistaminer för systemiskt bruk,"Altifex, Filmdragerad tablett 120 mg",Blister,Fexofenadin,st,Allergi,30,414063,R06AX26
Övriga antihistaminer för systemiskt bruk,"Altifex, Filmdragerad tablett 120 mg",Blister,Fexofenadin,st,Allergi,100,460269,R06AX26
Piperazinderivat,"Cetirizin Sandoz, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,100,170796,R06AE07
Antihistamin,"Loratadin Orifarm, Tablett 10 mg",Blister,Loratadin,st,Allergi,100,164342,R06AX13
Inflammationshämmande medel för lokal rinitbehandling,"Mometasone Teva, Nässpray, suspension 50 mikrog/dos",Flaska,Mometasonfuroat,st,Allergi,60,063120,R01AD09
Inflammationshämmande medel för lokal rinitbehandling,"Mometasone Teva, Nässpray, suspension 50 mikrog/dos",Flaska,Mometasonfuroat,st,Allergi,140,172276,R01AD09
Inflammationshämmande medel för lokal rinitbehandling,"Mometasone Teva, Nässpray, suspension 50 mikrog/dos",Flaska,Mometasonfuroat,st,Allergi,140,388484,R01AD09
Inflammationshämmande medel för lokal rinitbehandling,"Mometasone Teva, Nässpray, suspension 50 mikrog/dos",Flaska,Mometasonfuroat,st,Allergi,420,572023,R01AD09
Antihistamin – H1 antagonist,"Flynise, Filmdragerad tablett 5 mg",Blister,Desloratadin,st,Allergi,30,153383,R06AX27
Antihistamin för systemiskt bruk.,"Allegra, Filmdragerad tablett 120 mg",Blister,Fexofenadin,st,Allergi,10,415502,R06AX26
Antihistamin för systemiskt bruk.,"Allegra, Filmdragerad tablett 120 mg",Blister,Fexofenadin,st,Allergi,30,533156,R06AX26
Antihistamin för systemiskt bruk.,"Allegra, Filmdragerad tablett 120 mg",Blister,Fexofenadin,st,Allergi,100,594141,R06AX26
Inflammationshämmande medel vid allergisk konjunktivit,"Tilavist, Ögondroppar, lösning 20 mg/ml",Flaska,Nedokromil,ml,Allergi,5,020249,S01GX04
Antihistaminer - H1-antagonist,"Loratadin Sandoz, Munsönderfallande tablett 10 mg",Blister,Loratadin,st,Allergi,30,030639,R06AX13
Antihistaminer - H1-antagonist,"Loratadin Sandoz, Munsönderfallande tablett 10 mg",Blister,Loratadin,st,Allergi,30,087887,R06AX13
Antihistaminer - H1-antagonist,"Loratadin Sandoz, Munsönderfallande tablett 10 mg",Blister,Loratadin,st,Allergi,100,030652,R06AX13
Antihistamin H1-antagonist,"Zyrlex, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,7,000751,R06AE07
Antihistamin H1-antagonist,"Zyrlex, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,14,000954,R06AE07
Antihistamin H1-antagonist,"Zyrlex, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,30,030049,R06AE07
Antihistamin H1-antagonist,"Zyrlex, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,100,030536,R06AE07
Antihistamin H1-antagonist,"Kestine, Frystorkad tablett 10 mg",Blister,Ebastin,st,Allergi,10,027783,R06AX22
Antihistamin H1-antagonist,"Loratadin Apofri, Tablett 10 mg",Blister,Loratadin,st,Allergi,14,068036,R06AX13
Antihistamin H1-antagonist,"Loratadin Apofri, Tablett 10 mg",Blister,Loratadin,st,Allergi,30,495405,R06AX13
Antihistamin för systemisk användning,"Cetirizin Actavis, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,7,008701,R06AE07
Antihistamin för systemisk användning,"Cetirizin Actavis, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,14,008658,R06AE07
Antihistamin för systemisk användning,"Cetirizin Actavis, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,28,496645,R06AE07
Antihistamin för systemisk användning,"Cetirizin Actavis, Filmdragerad tablett 10 mg",Blister,Cetirizin,st,Allergi,30,008690,R06AE07
